[ß],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
123:(05/03),0.0,0.0,0.0,0.0,-108.0,-99.6,-91.2,-82.0,-70.5,-53.5,-25.2,15.1,47.5,66.7,79.3,88.9,97.4,105.8,0.0,0.0,0.0,0.0,0.0,0.0
124:(05/04),0.0,0.0,0.0,0.0,-108.2,-99.9,-91.5,-82.3,-70.8,-53.9,-25.4,15.4,47.9,67.1,79.6,89.2,97.7,106.0,0.0,0.0,0.0,0.0,0.0,0.0
125:(05/05),0.0,0.0,0.0,0.0,-108.5,-100.1,-91.8,-82.6,-71.1,-54.3,-25.6,15.6,48.4,67.5,80.0,89.5,98.0,106.3,0.0,0.0,0.0,0.0,0.0,0.0
126:(05/06),0.0,0.0,0.0,0.0,-108.7,-100.3,-92.0,-82.9,-71.5,-54.7,-25.8,15.9,48.8,67.9,80.3,89.8,98.2,106.5,0.0,0.0,0.0,0.0,0.0,0.0
127:(05/07),0.0,0.0,0.0,0.0,-108.9,-100.6,-92.3,-83.2,-71.8,-55.0,-26.1,16.1,49.2,68.3,80.6,90.1,98.5,106.8,0.0,0.0,0.0,0.0,0.0,0.0
128:(05/08),0.0,0.0,0.0,0.0,-109.1,-100.8,-92.5,-83.5,-72.2,-55.4,-26.3,16.4,49.7,68.7,80.9,90.4,98.7,107.0,0.0,0.0,0.0,0.0,0.0,0.0
129:(05/09),0.0,0.0,0.0,0.0,-109.3,-101.0,-92.8,-83.8,-72.5,-55.8,-26.6,16.6,50.1,69.1,81.3,90.7,99.0,107.2,0.0,0.0,0.0,0.0,0.0,0.0
130:(05/10),0.0,0.0,0.0,0.0,-109.5,-101.2,-93.0,-84.0,-72.8,-56.2,-26.9,16.9,50.5,69.4,81.6,90.9,99.2,107.4,0.0,0.0,0.0,0.0,0.0,0.0
131:(05/11),0.0,0.0,0.0,0.0,-109.7,-101.5,-93.3,-84.3,-73.1,-56.5,-27.1,17.1,50.9,69.8,81.9,91.2,99.5,107.7,0.0,0.0,0.0,0.0,0.0,0.0
132:(05/12),0.0,0.0,0.0,0.0,-109.9,-101.7,-93.5,-84.6,-73.5,-56.9,-27.4,17.3,51.3,70.1,82.2,91.4,99.7,107.9,0.0,0.0,0.0,0.0,0.0,0.0
133:(05/13),0.0,0.0,0.0,0.0,-110.1,-101.9,-93.7,-84.9,-73.8,-57.3,-27.7,17.5,51.7,70.5,82.5,91.7,99.9,108.1,0.0,0.0,0.0,0.0,0.0,0.0
134:(05/14),0.0,0.0,0.0,0.0,-110.3,-102.1,-94.0,-85.1,-74.1,-57.7,-28.0,17.8,52.1,70.8,82.7,91.9,100.2,108.3,0.0,0.0,0.0,0.0,0.0,0.0
135:(05/15),0.0,0.0,0.0,0.0,-110.5,-102.3,-94.2,-85.4,-74.4,-58.1,-28.3,18.0,52.5,71.2,83.0,92.2,100.4,108.5,0.0,0.0,0.0,0.0,0.0,0.0
136:(05/16),0.0,0.0,0.0,0.0,-110.7,-102.5,-94.4,-85.7,-74.8,-58.4,-28.6,18.2,52.9,71.5,83.3,92.4,100.6,108.7,0.0,0.0,0.0,0.0,0.0,0.0
137:(05/17),0.0,0.0,0.0,0.0,-110.9,-102.7,-94.7,-85.9,-75.1,-58.8,-28.9,18.4,53.3,71.8,83.6,92.6,100.8,108.9,0.0,0.0,0.0,0.0,0.0,0.0
138:(05/18),0.0,0.0,0.0,0.0,-111.1,-102.9,-94.9,-86.2,-75.4,-59.2,-29.2,18.6,53.7,72.1,83.8,92.9,101.0,109.1,0.0,0.0,0.0,0.0,0.0,0.0
139:(05/19),0.0,0.0,0.0,0.0,-111.3,-103.1,-95.1,-86.4,-75.7,-59.6,-29.6,18.7,54.0,72.4,84.1,93.1,101.2,109.2,0.0,0.0,0.0,0.0,0.0,0.0
140:(05/20),0.0,0.0,0.0,0.0,-111.5,-103.3,-95.3,-86.7,-76.0,-60.0,-29.9,18.9,54.4,72.7,84.3,93.3,101.4,109.4,0.0,0.0,0.0,0.0,0.0,0.0
141:(05/21),0.0,0.0,0.0,0.0,-111.6,-103.5,-95.5,-86.9,-76.3,-60.3,-30.2,19.1,54.7,73.0,84.6,93.5,101.5,109.6,0.0,0.0,0.0,0.0,0.0,0.0
142:(05/22),0.0,0.0,0.0,0.0,-111.8,-103.7,-95.7,-87.2,-76.6,-60.7,-30.6,19.2,55.0,73.3,84.8,93.7,101.7,109.7,0.0,0.0,0.0,0.0,0.0,0.0
143:(05/23),0.0,0.0,0.0,0.0,-112.0,-103.9,-95.9,-87.4,-76.9,-61.1,-30.9,19.4,55.3,73.6,85.0,93.9,101.9,109.9,0.0,0.0,0.0,0.0,0.0,0.0
144:(05/24),0.0,0.0,0.0,0.0,-112.1,-104.1,-96.1,-87.6,-77.2,-61.4,-31.3,19.5,55.7,73.9,85.2,94.1,102.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
145:(05/25),0.0,0.0,0.0,0.0,-112.3,-104.2,-96.3,-87.9,-77.4,-61.8,-31.6,19.6,56.0,74.1,85.4,94.2,102.2,110.2,0.0,0.0,0.0,0.0,0.0,0.0
146:(05/26),0.0,0.0,0.0,0.0,-112.5,-104.4,-96.5,-88.1,-77.7,-62.1,-32.0,19.8,56.3,74.4,85.6,94.4,102.3,110.3,0.0,0.0,0.0,0.0,0.0,0.0
147:(05/27),0.0,0.0,0.0,0.0,-112.6,-104.6,-96.7,-88.3,-78.0,-62.5,-32.3,19.9,56.5,74.6,85.8,94.6,102.5,110.4,0.0,0.0,0.0,0.0,0.0,0.0
148:(05/28),0.0,0.0,0.0,0.0,-112.8,-104.7,-96.9,-88.5,-78.2,-62.8,-32.7,20.0,56.8,74.8,86.0,94.7,102.6,110.6,0.0,0.0,0.0,0.0,0.0,0.0
149:(05/29),0.0,0.0,0.0,0.0,-112.9,-104.9,-97.1,-88.7,-78.5,-63.1,-33.0,20.0,57.1,75.0,86.2,94.9,102.8,110.7,0.0,0.0,0.0,0.0,0.0,0.0
150:(05/30),0.0,0.0,0.0,0.0,-113.1,-105.0,-97.2,-88.9,-78.7,-63.5,-33.4,20.1,57.3,75.2,86.4,95.0,102.9,110.8,0.0,0.0,0.0,0.0,0.0,0.0
151:(05/31),0.0,0.0,0.0,0.0,-113.2,-105.2,-97.4,-89.1,-79.0,-63.8,-33.7,20.2,57.5,75.4,86.5,95.2,103.0,110.9,0.0,0.0,0.0,0.0,0.0,0.0
152:(06/01),0.0,0.0,0.0,0.0,-113.3,-105.3,-97.6,-89.3,-79.2,-64.1,-34.1,20.2,57.7,75.6,86.7,95.3,103.1,111.0,0.0,0.0,0.0,0.0,0.0,0.0
153:(06/02),0.0,0.0,0.0,0.0,-113.5,-105.5,-97.7,-89.5,-79.4,-64.4,-34.4,20.2,58.0,75.8,86.8,95.4,103.2,111.1,0.0,0.0,0.0,0.0,0.0,0.0
154:(06/03),0.0,0.0,0.0,0.0,-113.6,-105.6,-97.9,-89.7,-79.6,-64.7,-34.8,20.3,58.1,76.0,87.0,95.5,103.3,111.2,0.0,0.0,0.0,0.0,0.0,0.0
155:(06/04),0.0,0.0,0.0,0.0,-113.7,-105.7,-98.0,-89.8,-79.9,-65.0,-35.1,20.3,58.3,76.1,87.1,95.6,103.4,111.2,0.0,0.0,0.0,0.0,0.0,0.0
156:(06/05),0.0,0.0,0.0,0.0,-113.8,-105.9,-98.2,-90.0,-80.1,-65.2,-35.5,20.3,58.5,76.3,87.2,95.7,103.5,111.3,0.0,0.0,0.0,0.0,0.0,0.0
157:(06/06),0.0,0.0,0.0,0.0,-113.9,-106.0,-98.3,-90.1,-80.3,-65.5,-35.8,20.2,58.6,76.4,87.3,95.8,103.6,111.4,0.0,0.0,0.0,0.0,0.0,0.0
158:(06/07),0.0,0.0,0.0,0.0,-114.1,-106.1,-98.4,-90.3,-80.4,-65.8,-36.2,20.2,58.8,76.5,87.4,95.9,103.6,111.5,0.0,0.0,0.0,0.0,0.0,0.0
159:(06/08),0.0,0.0,0.0,0.0,-114.2,-106.2,-98.5,-90.4,-80.6,-66.0,-36.5,20.2,58.9,76.6,87.5,96.0,103.7,111.5,0.0,0.0,0.0,0.0,0.0,0.0
160:(06/09),0.0,0.0,0.0,0.0,-114.3,-106.3,-98.7,-90.6,-80.8,-66.2,-36.8,20.1,59.0,76.7,87.6,96.1,103.8,111.6,0.0,0.0,0.0,0.0,0.0,0.0
161:(06/10),0.0,0.0,0.0,0.0,-114.4,-106.4,-98.8,-90.7,-80.9,-66.5,-37.1,20.0,59.1,76.8,87.7,96.1,103.8,111.6,0.0,0.0,0.0,0.0,0.0,0.0
162:(06/11),0.0,0.0,0.0,0.0,-114.4,-106.5,-98.9,-90.8,-81.1,-66.7,-37.4,19.9,59.2,76.9,87.7,96.2,103.9,111.6,0.0,0.0,0.0,0.0,0.0,0.0
163:(06/12),0.0,0.0,0.0,0.0,-114.5,-106.6,-99.0,-90.9,-81.2,-66.9,-37.7,19.8,59.2,77.0,87.8,96.2,103.9,111.7,0.0,0.0,0.0,0.0,0.0,0.0
164:(06/13),0.0,0.0,0.0,0.0,-114.6,-106.7,-99.1,-91.0,-81.4,-67.0,-38.0,19.7,59.3,77.0,87.8,96.3,103.9,111.7,0.0,0.0,0.0,0.0,0.0,0.0
165:(06/14),0.0,0.0,0.0,0.0,-114.7,-106.8,-99.1,-91.1,-81.5,-67.2,-38.3,19.6,59.3,77.1,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
166:(06/15),0.0,0.0,0.0,0.0,-114.8,-106.8,-99.2,-91.2,-81.6,-67.4,-38.5,19.5,59.4,77.1,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
167:(06/16),0.0,0.0,0.0,0.0,-114.8,-106.9,-99.3,-91.3,-81.7,-67.5,-38.8,19.3,59.4,77.1,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
168:(06/17),0.0,0.0,0.0,0.0,-114.9,-107.0,-99.4,-91.4,-81.8,-67.7,-39.0,19.2,59.3,77.2,87.9,96.4,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
169:(06/18),0.0,0.0,0.0,0.0,-114.9,-107.0,-99.4,-91.4,-81.9,-67.8,-39.2,19.0,59.3,77.2,87.9,96.4,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
170:(06/19),0.0,0.0,0.0,0.0,-115.0,-107.1,-99.5,-91.5,-82.0,-67.9,-39.4,18.8,59.3,77.2,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
171:(06/20),0.0,0.0,0.0,0.0,-115.0,-107.1,-99.5,-91.5,-82.0,-68.0,-39.6,18.6,59.2,77.1,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
172:(06/21),0.0,0.0,0.0,0.0,-115.1,-107.1,-99.5,-91.6,-82.1,-68.1,-39.8,18.4,59.2,77.1,87.9,96.3,104.0,111.7,0.0,0.0,0.0,0.0,0.0,0.0
173:(06/22),0.0,0.0,0.0,0.0,-115.1,-107.2,-99.6,-91.6,-82.1,-68.2,-40.0,18.2,59.1,77.1,87.9,96.3,103.9,111.7,0.0,0.0,0.0,0.0,0.0,0.0
174:(06/23),0.0,0.0,0.0,0.0,-115.1,-107.2,-99.6,-91.6,-82.1,-68.2,-40.1,18.0,59.0,77.0,87.8,96.3,103.9,111.6,0.0,0.0,0.0,0.0,0.0,0.0
175:(06/24),0.0,0.0,0.0,0.0,-115.1,-107.2,-99.6,-91.7,-82.2,-68.3,-40.2,17.7,58.8,76.9,87.8,96.2,103.9,111.6,0.0,0.0,0.0,0.0,0.0,0.0
176:(06/25),0.0,0.0,0.0,0.0,-115.2,-107.2,-99.6,-91.7,-82.2,-68.3,-40.3,17.5,58.7,76.9,87.7,96.2,103.8,111.6,0.0,0.0,0.0,0.0,0.0,0.0
177:(06/26),0.0,0.0,0.0,0.0,-115.2,-107.2,-99.6,-91.7,-82.2,-68.3,-40.4,17.3,58.6,76.8,87.7,96.1,103.8,111.5,0.0,0.0,0.0,0.0,0.0,0.0
178:(06/27),0.0,0.0,0.0,0.0,-115.2,-107.2,-99.6,-91.7,-82.2,-68.3,-40.5,17.0,58.4,76.7,87.6,96.1,103.7,111.4,0.0,0.0,0.0,0.0,0.0,0.0
179:(06/28),0.0,0.0,0.0,0.0,-115.2,-107.2,-99.6,-91.6,-82.2,-68.3,-40.6,16.8,58.2,76.6,87.5,96.0,103.7,111.4,0.0,0.0,0.0,0.0,0.0,0.0
180:(06/29),0.0,0.0,0.0,0.0,-115.2,-107.2,-99.6,-91.6,-82.1,-68.3,-40.6,16.5,58.1,76.4,87.4,95.9,103.6,111.3,0.0,0.0,0.0,0.0,0.0,0.0
181:(06/30),0.0,0.0,0.0,0.0,-115.1,-107.2,-99.6,-91.6,-82.1,-68.2,-40.6,16.2,57.9,76.3,87.3,95.8,103.5,111.3,0.0,0.0,0.0,0.0,0.0,0.0
182:(07/01),0.0,0.0,0.0,0.0,-115.1,-107.2,-99.5,-91.5,-82.0,-68.2,-40.7,16.0,57.6,76.2,87.2,95.7,103.4,111.2,0.0,0.0,0.0,0.0,0.0,0.0
183:(07/02),0.0,0.0,0.0,0.0,-115.1,-107.1,-99.5,-91.5,-82.0,-68.1,-40.7,15.7,57.4,76.0,87.1,95.6,103.4,111.1,0.0,0.0,0.0,0.0,0.0,0.0
184:(07/03),0.0,0.0,0.0,0.0,-115.1,-107.1,-99.4,-91.4,-81.9,-68.0,-40.6,15.5,57.2,75.9,87.0,95.5,103.3,111.0,0.0,0.0,0.0,0.0,0.0,0.0
185:(07/04),0.0,0.0,0.0,0.0,-115.0,-107.0,-99.4,-91.4,-81.8,-68.0,-40.6,15.2,56.9,75.7,86.9,95.4,103.2,110.9,0.0,0.0,0.0,0.0,0.0,0.0
186:(07/05),0.0,0.0,0.0,0.0,-115.0,-107.0,-99.3,-91.3,-81.7,-67.8,-40.5,14.9,56.7,75.5,86.7,95.3,103.1,110.8,0.0,0.0,0.0,0.0,0.0,0.0
187:(07/06),0.0,0.0,0.0,0.0,-114.9,-106.9,-99.3,-91.2,-81.6,-67.7,-40.5,14.7,56.4,75.3,86.6,95.2,103.0,110.7,0.0,0.0,0.0,0.0,0.0,0.0
188:(07/07),0.0,0.0,0.0,0.0,-114.9,-106.9,-99.2,-91.1,-81.5,-67.6,-40.4,14.4,56.1,75.1,86.4,95.1,102.8,110.6,0.0,0.0,0.0,0.0,0.0,0.0
189:(07/08),0.0,0.0,0.0,0.0,-114.8,-106.8,-99.1,-91.0,-81.4,-67.5,-40.3,14.2,55.8,74.9,86.3,94.9,102.7,110.5,0.0,0.0,0.0,0.0,0.0,0.0
190:(07/09),0.0,0.0,0.0,0.0,-114.7,-106.7,-99.0,-90.9,-81.3,-67.3,-40.2,13.9,55.5,74.7,86.1,94.8,102.6,110.4,0.0,0.0,0.0,0.0,0.0,0.0
191:(07/10),0.0,0.0,0.0,0.0,-114.7,-106.6,-98.9,-90.8,-81.2,-67.1,-40.0,13.6,55.2,74.5,85.9,94.7,102.5,110.3,0.0,0.0,0.0,0.0,0.0,0.0
192:(07/11),0.0,0.0,0.0,0.0,-114.6,-106.5,-98.8,-90.7,-81.0,-66.9,-39.9,13.4,54.9,74.2,85.7,94.5,102.3,110.1,0.0,0.0,0.0,0.0,0.0,0.0
193:(07/12),0.0,0.0,0.0,0.0,-114.5,-106.4,-98.7,-90.6,-80.8,-66.8,-39.7,13.2,54.6,74.0,85.6,94.3,102.2,110.0,0.0,0.0,0.0,0.0,0.0,0.0
194:(07/13),0.0,0.0,0.0,0.0,-114.4,-106.3,-98.6,-90.4,-80.7,-66.5,-39.5,12.9,54.3,73.7,85.4,94.2,102.1,109.9,0.0,0.0,0.0,0.0,0.0,0.0
195:(07/14),0.0,0.0,0.0,0.0,-114.3,-106.2,-98.5,-90.3,-80.5,-66.3,-39.3,12.7,53.9,73.5,85.2,94.0,101.9,109.8,0.0,0.0,0.0,0.0,0.0,0.0
196:(07/15),0.0,0.0,0.0,0.0,-114.2,-106.1,-98.3,-90.1,-80.3,-66.1,-39.1,12.5,53.6,73.2,85.0,93.8,101.8,109.6,0.0,0.0,0.0,0.0,0.0,0.0
197:(07/16),0.0,0.0,0.0,0.0,-114.1,-106.0,-98.2,-90.0,-80.1,-65.9,-38.9,12.3,53.2,73.0,84.7,93.7,101.6,109.5,0.0,0.0,0.0,0.0,0.0,0.0
198:(07/17),0.0,0.0,0.0,0.0,-114.0,-105.9,-98.0,-89.8,-79.9,-65.6,-38.7,12.1,52.9,72.7,84.5,93.5,101.4,109.3,0.0,0.0,0.0,0.0,0.0,0.0
199:(07/18),0.0,0.0,0.0,0.0,-113.9,-105.7,-97.9,-89.6,-79.7,-65.3,-38.4,11.9,52.5,72.4,84.3,93.3,101.3,109.2,0.0,0.0,0.0,0.0,0.0,0.0
200:(07/19),0.0,0.0,0.0,0.0,-113.7,-105.6,-97.7,-89.4,-79.5,-65.1,-38.2,11.7,52.2,72.1,84.1,93.1,101.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0
201:(07/20),0.0,0.0,0.0,0.0,-113.6,-105.4,-97.6,-89.2,-79.3,-64.8,-37.9,11.5,51.8,71.8,83.8,92.9,100.9,108.8,0.0,0.0,0.0,0.0,0.0,0.0
202:(07/21),0.0,0.0,0.0,0.0,-113.5,-105.3,-97.4,-89.0,-79.0,-64.5,-37.6,11.3,51.4,71.5,83.6,92.7,100.8,108.7,0.0,0.0,0.0,0.0,0.0,0.0
203:(07/22),0.0,0.0,0.0,0.0,-113.3,-105.1,-97.2,-88.8,-78.8,-64.2,-37.3,11.2,51.1,71.2,83.4,92.5,100.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0
204:(07/23),0.0,0.0,0.0,0.0,-113.2,-105.0,-97.0,-88.6,-78.5,-63.9,-37.0,11.0,50.7,70.9,83.1,92.3,100.4,108.3,0.0,0.0,0.0,0.0,0.0,0.0
205:(07/24),0.0,0.0,0.0,0.0,-113.0,-104.8,-96.8,-88.4,-78.2,-63.5,-36.7,10.9,50.3,70.6,82.9,92.1,100.2,108.2,0.0,0.0,0.0,0.0,0.0,0.0
206:(07/25),0.0,0.0,0.0,0.0,-112.8,-104.6,-96.6,-88.2,-78.0,-63.2,-36.4,10.7,49.9,70.3,82.6,91.9,100.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
207:(07/26),0.0,0.0,0.0,0.0,-112.7,-104.4,-96.4,-88.0,-77.7,-62.9,-36.1,10.6,49.6,70.0,82.3,91.6,99.8,107.8,0.0,0.0,0.0,0.0,0.0,0.0
208:(07/27),0.0,0.0,0.0,0.0,-112.5,-104.2,-96.2,-87.7,-77.4,-62.5,-35.8,10.5,49.2,69.6,82.1,91.4,99.6,107.6,0.0,0.0,0.0,0.0,0.0,0.0
209:(07/28),0.0,0.0,0.0,0.0,-112.3,-104.1,-96.0,-87.5,-77.1,-62.2,-35.4,10.3,48.8,69.3,81.8,91.2,99.4,107.5,0.0,0.0,0.0,0.0,0.0,0.0
210:(07/29),0.0,0.0,0.0,0.0,-112.1,-103.9,-95.8,-87.2,-76.8,-61.8,-35.1,10.2,48.4,69.0,81.5,90.9,99.2,107.3,0.0,0.0,0.0,0.0,0.0,0.0
211:(07/30),0.0,0.0,0.0,0.0,-111.9,-103.6,-95.6,-87.0,-76.5,-61.4,-34.7,10.1,48.1,68.6,81.3,90.7,99.0,107.1,0.0,0.0,0.0,0.0,0.0,0.0
212:(07/31),0.0,0.0,0.0,0.0,-111.7,-103.4,-95.3,-86.7,-76.2,-61.0,-34.3,10.0,47.7,68.3,81.0,90.5,98.8,106.9,0.0,0.0,0.0,0.0,0.0,0.0
213:(08/01),0.0,0.0,0.0,0.0,-111.5,-103.2,-95.1,-86.4,-75.9,-60.6,-34.0,10.0,47.3,68.0,80.7,90.2,98.6,106.7,0.0,0.0,0.0,0.0,0.0,0.0
214:(08/02),0.0,0.0,0.0,0.0,-111.3,-103.0,-94.9,-86.1,-75.5,-60.3,-33.6,9.9,47.0,67.6,80.4,90.0,98.3,106.5,0.0,0.0,0.0,0.0,0.0,0.0
215:(08/03),0.0,0.0,0.0,0.0,-111.1,-102.8,-94.6,-85.9,-75.2,-59.8,-33.2,9.8,46.6,67.3,80.1,89.7,98.1,106.3,0.0,0.0,0.0,0.0,0.0,0.0
216:(08/04),0.0,0.0,0.0,0.0,-110.9,-102.5,-94.4,-85.6,-74.9,-59.4,-32.8,9.8,46.3,67.0,79.8,89.5,97.9,106.1,0.0,0.0,0.0,0.0,0.0,0.0
217:(08/05),0.0,0.0,0.0,0.0,-110.7,-102.3,-94.1,-85.3,-74.5,-59.0,-32.4,9.7,45.9,66.6,79.5,89.2,97.7,105.9,0.0,0.0,0.0,0.0,0.0,0.0
218:(08/06),0.0,0.0,0.0,0.0,-110.4,-102.1,-93.8,-85.0,-74.2,-58.6,-32.0,9.7,45.6,66.3,79.2,89.0,97.4,105.7,0.0,0.0,0.0,0.0,0.0,0.0
219:(08/07),0.0,0.0,0.0,0.0,-110.2,-101.8,-93.6,-84.7,-73.8,-58.2,-31.6,9.6,45.2,65.9,79.0,88.7,97.2,105.4,0.0,0.0,0.0,0.0,0.0,0.0
220:(08/08),0.0,0.0,0.0,0.0,-110.0,-101.6,-93.3,-84.4,-73.4,-57.7,-31.2,9.6,44.9,65.6,78.7,88.5,97.0,105.2,0.0,0.0,0.0,0.0,0.0,0.0
221:(08/09),0.0,0.0,0.0,0.0,-109.7,-101.3,-93.0,-84.0,-73.1,-57.3,-30.8,9.6,44.6,65.2,78.4,88.2,96.8,105.0,0.0,0.0,0.0,0.0,0.0,0.0
222:(08/10),0.0,0.0,0.0,0.0,-109.5,-101.0,-92.7,-83.7,-72.7,-56.9,-30.4,9.5,44.2,64.9,78.1,88.0,96.5,104.8,0.0,0.0,0.0,0.0,0.0,0.0
223:(08/11),0.0,0.0,0.0,0.0,0.0,-100.8,-92.4,-83.4,-72.3,-56.4,-30.0,9.5,43.9,64.6,77.8,87.7,96.3,104.6,0.0,0.0,0.0,0.0,0.0,0.0
224:(08/12),0.0,0.0,0.0,0.0,0.0,-100.5,-92.1,-83.1,-71.9,-56.0,-29.6,9.5,43.6,64.2,77.5,87.4,96.0,104.4,0.0,0.0,0.0,0.0,0.0,0.0
225:(08/13),0.0,0.0,0.0,0.0,0.0,-100.2,-91.8,-82.7,-71.5,-55.5,-29.2,9.5,43.3,63.9,77.2,87.2,95.8,104.1,0.0,0.0,0.0,0.0,0.0,0.0
226:(08/14),0.0,0.0,0.0,0.0,0.0,-99.9,-91.5,-82.4,-71.1,-55.0,-28.8,9.5,43.0,63.6,76.9,86.9,95.6,103.9,0.0,0.0,0.0,0.0,0.0,0.0
227:(08/15),0.0,0.0,0.0,0.0,0.0,-99.7,-91.2,-82.0,-70.7,-54.6,-28.4,9.5,42.6,63.2,76.6,86.6,95.3,103.7,0.0,0.0,0.0,0.0,0.0,0.0
228:(08/16),0.0,0.0,0.0,0.0,0.0,-99.4,-90.9,-81.7,-70.3,-54.1,-28.0,9.5,42.4,62.9,76.3,86.4,95.1,103.5,0.0,0.0,0.0,0.0,0.0,0.0
229:(08/17),0.0,0.0,0.0,0.0,0.0,-99.1,-90.6,-81.3,-69.9,-53.7,-27.6,9.5,42.1,62.6,76.0,86.1,94.8,103.2,0.0,0.0,0.0,0.0,0.0,0.0
230:(08/18),0.0,0.0,0.0,0.0,0.0,-98.8,-90.3,-81.0,-69.5,-53.2,-27.2,9.5,41.8,62.2,75.7,85.8,94.6,103.0,0.0,0.0,0.0,0.0,0.0,0.0
231:(08/19),0.0,0.0,0.0,0.0,0.0,-98.5,-90.0,-80.6,-69.1,-52.7,-26.8,9.6,41.5,61.9,75.4,85.5,94.3,102.8,0.0,0.0,0.0,0.0,0.0,0.0
232:(08/20),0.0,0.0,0.0,0.0,0.0,-98.2,-89.6,-80.3,-68.7,-52.2,-26.3,9.6,41.2,61.6,75.1,85.3,94.1,102.5,0.0,0.0,0.0,0.0,0.0,0.0
233:(08/21),0.0,0.0,0.0,0.0,0.0,-97.9,-89.3,-79.9,-68.3,-51.8,-25.9,9.6,40.9,61.2,74.7,85.0,93.8,102.3,0.0,0.0,0.0,0.0,0.0,0.0
234:(08/22),0.0,0.0,0.0,0.0,0.0,-97.5,-89.0,-79.5,-67.8,-51.3,-25.5,9.7,40.7,60.9,74.4,84.7,93.6,102.1,0.0,0.0,0.0,0.0,0.0,0.0
235:(08/23),0.0,0.0,0.0,0.0,0.0,-97.2,-88.6,-79.1,-67.4,-50.8,-25.1,9.7,40.4,60.6,74.1,84.4,93.3,101.8,0.0,0.0,0.0,0.0,0.0,0.0
236:(08/24),0.0,0.0,0.0,0.0,0.0,-96.9,-88.3,-78.8,-67.0,-50.3,-24.7,9.7,40.1,60.3,73.8,84.2,93.1,101.6,0.0,0.0,0.0,0.0,0.0,0.0
237:(08/25),0.0,0.0,0.0,0.0,0.0,-96.6,-87.9,-78.4,-66.5,-49.9,-24.3,9.8,39.9,60.0,73.5,83.9,92.8,101.4,0.0,0.0,0.0,0.0,0.0,0.0
238:(08/26),0.0,0.0,0.0,0.0,0.0,-96.3,-87.6,-78.0,-66.1,-49.4,-23.9,9.8,39.6,59.7,73.2,83.6,92.6,101.1,0.0,0.0,0.0,0.0,0.0,0.0
239:(08/27),0.0,0.0,0.0,0.0,0.0,-95.9,-87.2,-77.6,-65.7,-48.9,-23.5,9.9,39.4,59.3,73.0,83.3,92.3,100.9,0.0,0.0,0.0,0.0,0.0,0.0
