0.0000000000,0.7022970000,0.7022970000,0.1060000000,0.1170000000
1.0000000000,0.7023015716,0.7023015716,0.1060194430,0.1170119629
2.0000000000,0.7023148968,0.7023148968,0.1060774308,0.1170477735
3.0000000000,0.7023358132,0.7023358132,0.1061729472,0.1171071995
4.0000000000,0.7023624044,0.7023624044,0.1063043207,0.1171898614
5.0000000000,0.7023920312,0.7023920312,0.1064692579,0.1172952447
6.0000000000,0.7024213745,0.7024213745,0.1066648894,0.1174227150
7.0000000000,0.7024464892,0.7024464892,0.1068878273,0.1175715391
8.0000000000,0.7024628686,0.7024628686,0.1071342343,0.1177409082
9.0000000000,0.7024655178,0.7024655178,0.1073999024,0.1179299661
10.0000000000,0.7024490350,0.7024490350,0.1076803405,0.1181378389
11.0000000000,0.7024076996,0.7024076996,0.1079708694,0.1183636685
12.0000000000,0.7023355656,0.7023355656,0.1082667231,0.1186066477
13.0000000000,0.7022265583,0.7022265583,0.1085631544,0.1188660564
14.0000000000,0.7020745738,0.7020745738,0.1088555434,0.1191412990
15.0000000000,0.7018735776,0.7018735776,0.1091395068,0.1194319427
16.0000000000,0.7016177026,0.7016177026,0.1094110076,0.1197377540
17.0000000000,0.7013013436,0.7013013436,0.1096664613,0.1200587362
18.0000000000,0.7009192468,0.7009192468,0.1099028389,0.1203951639
19.0000000000,0.7004665918,0.7004665918,0.1101177642,0.1207476165
20.0000000000,0.6999390664,0.6999390664,0.1103096030,0.1211170083
21.0000000000,0.6993329297,0.6993329297,0.1104775448,0.1215046168
22.0000000000,0.6986450647,0.6986450647,0.1106216729,0.1219121062
23.0000000000,0.6978730171,0.6978730171,0.1107430245,0.1223415486
24.0000000000,0.6970150197,0.6970150197,0.1108436368,0.1227954397
25.0000000000,0.6960700015,0.6960700015,0.1109265808,0.1232767116
26.0000000000,0.6950375802,0.6950375802,0.1109959806,0.1237887405
27.0000000000,0.6939180373,0.6939180373,0.1110570177,0.1243353502
28.0000000000,0.6927122757,0.6927122757,0.1111159210,0.1249208115
29.0000000000,0.6914217592,0.6914217592,0.1111799416,0.1255498373
30.0000000000,0.6900484338,0.6900484338,0.1112573134,0.1262275743
31.0000000000,0.6885946309,0.6885946309,0.1113571993,0.1269595908
32.0000000000,0.6870629539,0.6870629539,0.1114896244,0.1277518622
33.0000000000,0.6854561469,0.6854561469,0.1116653970,0.1286107540
34.0000000000,0.6837769486,0.6837769486,0.1118960189,0.1295430030
35.0000000000,0.6820279312,0.6820279312,0.1121935868,0.1305556987
36.0000000000,0.6802113268,0.6802113268,0.1125706861,0.1316562640
37.0000000000,0.6783288419,0.6783288419,0.1130402800,0.1328524379
38.0000000000,0.6763814636,0.6763814636,0.1136155955,0.1341522602
39.0000000000,0.6743692579,0.6743692579,0.1143100098,0.1355640598
40.0000000000,0.6722911643,0.6722911643,0.1151369395,0.1370964482
41.0000000000,0.6701447877,0.6701447877,0.1161097344,0.1387583185
42.0000000000,0.6679261926,0.6679261926,0.1172415820,0.1405588526
43.0000000000,0.6656296997,0.6656296997,0.1185454219,0.1425075364
44.0000000000,0.6632476905,0.6632476905,0.1200338778,0.1446141861
45.0000000000,0.6607704223,0.6607704223,0.1217192062,0.1468889851
46.0000000000,0.6581858563,0.6581858563,0.1236132688,0.1493425349
47.0000000000,0.6554795028,0.6554795028,0.1257275298,0.1519859193
48.0000000000,0.6526342871,0.6526342871,0.1280730820,0.1548307846
49.0000000000,0.6496304382,0.6496304382,0.1306607052,0.1578894366
50.0000000000,0.6464454053,0.6464454053,0.1335009599,0.1611749549
51.0000000000,0.6430538034,0.6430538034,0.1366043189,0.1647013266
52.0000000000,0.6394273930,0.6394273930,0.1399813393,0.1684835992
53.0000000000,0.6355350951,0.6355350951,0.1436428789,0.1725380544
54.0000000000,0.6313430449,0.6313430449,0.1476003570,0.1768824020
55.0000000000,0.6268146872,0.6268146872,0.1518660620,0.1815359963
56.0000000000,0.6219109148,0.6219109148,0.1564535094,0.1865200731
57.0000000000,0.6165902518,0.6165902518,0.1613778473,0.1918580087
58.0000000000,0.6108090844,0.6108090844,0.1666563137,0.1975756007
59.0000000000,0.6045219397,0.6045219397,0.1723087433,0.2037013684
60.0000000000,0.5976818125,0.5976818125,0.1783581250,0.2102668750
61.0000000000,0.5902405429,0.5902405429,0.1848312079,0.2173070683
62.0000000000,0.5821492418,0.5821492418,0.1917591554,0.2248606394
63.0000000000,0.5733587665,0.5733587665,0.1991782449,0.2329703988
64.0000000000,0.5638202435,0.5638202435,0.2071306112,0.2416836669
65.0000000000,0.5534856385,0.5534856385,0.2156650291,0.2510526778
66.0000000000,0.5423083709,0.5423083709,0.2248377338,0.2611349945
67.0000000000,0.5302439710,0.5302439710,0.2347132724,0.2719939318
68.0000000000,0.5172507769,0.5172507769,0.2453653838,0.2836989855
69.0000000000,0.5032906679,0.5032906679,0.2568779005,0.2963262639
70.0000000000,0.4883298302,0.4883298302,0.2693456665,0.3099589199
71.0000000000,0.4723395519,0.4723395519,0.2828754657,0.3246875781
72.0000000000,0.4552970408,0.4552970408,0.2975869531,0.3406107561
73.0000000000,0.4371862620,0.4371862620,0.3136135824,0.3578352734
74.0000000000,0.4179987879,0.4179987879,0.3311035209,0.3764766467
75.0000000000,0.3977346562,0.3977346562,0.3502205461,0.3966594648
76.0000000000,0.3764032290,0.3764032290,0.3711449125,0.4185177418
77.0000000000,0.3540240469,0.3540240469,0.3940741829,0.4421952424
78.0000000000,0.3306276709,0.3306276709,0.4192240132,0.4678457750
79.0000000000,0.3062565051,0.3062565051,0.4468288834,0.4956334498
80.0000000000,0.2809655945,0.2809655945,0.4771427641,0.5257328960
81.0000000000,0.2548233880,0.2548233880,0.5104397109,0.5583294347
82.0000000000,0.2279124618,0.2279124618,0.5470143764,0.5936192027
83.0000000000,0.2003301943,0.2003301943,0.5871824317,0.6318092239
84.0000000000,0.1721893858,0.1721893858,0.6312808879,0.6731174230
85.0000000000,0.1436188152,0.1436188152,0.6796683101,0.7177725792
86.0000000000,0.1147637273,0.1147637273,0.7327249141,0.7660142149
87.0000000000,0.0857862430,0.0857862430,0.7908525399,0.8180924174
88.0000000000,0.0568656868,0.0568656868,0.8544744926,0.8742675882
89.0000000000,0.0281988235,0.0281988235,0.9240352458,0.9348101208
90.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
